"序号","代码","名称","最新价","涨跌额","涨跌幅","5分钟涨跌幅","60日涨跌幅","年初至今涨跌幅","买入价","卖出价","买量","卖量","成交量","成交额","股息率TTM","股息率LFY","今开","昨收","最高","最低","换手率%","涨跌速率%","振幅%","市盈率TTM","市盈率(静)","市净率","量比","委比","总市值","港股市值","总股本","流通股本","5日涨跌幅","10日涨跌幅","20日涨跌幅","120日涨跌幅","250日涨跌幅","所属行业"
"2681","07588","FI二南方国指","3.494","-0.142","-3.91%","0.00%","-22.11%","-18.93%","3.482","3.570","1000","4.00万","79.97万","281.14万","0.000%","0.000%","3.580","3.636","3.580","3.488","2.78","-0.11","2.53","0.960","121.319","-","1.34","-32.01%","1.01亿","1.01亿","2880万","2880万","-2.62%","-3.00%","-11.54%","-27.27%","-38.49%","-"
"2682","08111","中国科技产业集团","0.098","-0.004","-3.92%","0.00%","22.50%","3.16%","0.097","0.098","7.50万","4.50万","25.50万","2.53万","0.000%","0.000%","0.100","0.102","0.100","0.097","0.01","0.00","2.94","3.629","亏损","2.450","0.11","3.92%","2.20亿","2.20亿","22.41亿","22.41亿","-2.00%","0.00%","0.00%","53.13%","25.64%","新能源物料"
"2683","00618","北大资源","0.216","-0.009","-4.00%","0.00%","157.14%","140.00%","0.210","0.216","33.00万","2000","591.20万","123.85万","8.330%","0.000%","0.235","0.225","0.235","0.184","0.09","0.00","22.67","亏损","亏损","-","0.37","-41.80%","13.86亿","13.86亿","64.16亿","64.16亿","35.00%","134.78%","134.78%","116.00%","8.00%","地产发展商"
"2684","01165","顺风清洁能源","0.240","-0.010","-4.00%","-0.41%","128.57%","0.84%","0.239","0.240","6000","29.00万","1915.00万","463.61万","0.000%","0.000%","0.250","0.250","0.250","0.231","0.38","-0.42","7.60","亏损","亏损","-","0.55","12.19%","11.96亿","11.96亿","49.82亿","49.82亿","2.13%","-9.43%","21.83%","137.62%","124.30%","非传统/可再生能源"
"2685","08392","舍图控股","0.096","-0.004","-4.00%","0.00%","65.52%","-17.95%","0.094","0.109","10.00万","1.00万","12.00万","1.15万","0.000%","0.000%","0.100","0.100","0.100","0.095","0.01","0.00","5.00","亏损","亏损","2.461","0.26","-23.08%","9600.00万","9600.00万","10亿","10亿","-4.95%","3.23%","-2.04%","68.42%","21.52%","家具"
"2686","08422","WT集团","0.072","-0.003","-4.00%","0.00%","111.76%","-34.55%","0.070","0.072","31.00万","4.00万","7.00万","5030","0.000%","0.000%","0.071","0.075","0.072","0.071","0.01","0.00","1.33","亏损","亏损","1.107","0.22","77.14%","7200.00万","7200.00万","10亿","10亿","-21.74%","-26.53%","-25.00%","-6.49%","-59.55%","楼宇建造"
"2687","01742","HPC HOLDINGS","0.096","-0.004","-4.00%","0.00%","-11.93%","-8.57%","0.093","0.097","19.00万","9.50万","67.00万","6.40万","0.000%","0.000%","0.100","0.100","0.113","0.092","0.04","0.00","21.00","亏损","亏损","0.294","0.27","44.89%","1.54亿","1.54亿","16亿","16亿","-11.11%","-15.04%","-6.80%","0.00%","-21.95%","楼宇建造"
"2688","03800","保利协鑫能源","3.590","-0.150","-4.01%","0.56%","734.88%","191.87%","3.590","3.600","13.90万","425.30万","5.87亿","21.16亿","0.000%","0.000%","3.610","3.740","3.730","3.510","2.34","-0.56","5.88","亏损","亏损","3.897","0.44","28.00%","899.50亿","899.50亿","250.56亿","250.56亿","22.95%","45.34%","191.87%","1096.67%","1004.62%","新能源物料"
"2689","07500","南方两倍看空恒指","4.152","-0.178","-4.11%","0.29%","-24.51%","-18.51%","4.152","4.154","3.10万","1.01万","2.50亿","10.43亿","0.000%","0.000%","4.282","4.330","4.282","4.138","17.38","-0.05","3.33","0.960","2.891","-","2.15","74.13%","59.62亿","59.62亿","14.36亿","14.36亿","-5.03%","-4.77%","-12.48%","-33.14%","-37.75%","-"
"2690","06885","金马能源","4.180","-0.180","-4.13%","-0.48%","39.33%","49.29%","4.150","4.180","10.00万","2000","241.63万","1009.45万","10.600%","10.502%","4.360","4.360","4.460","3.960","1.78","0.00","11.47","4.226","3.477","0.742","1.30","79.83%","22.38亿","5.66亿","5.35亿","1.35亿","23.67%","20.46%","45.14%","41.46%","59.12%","煤炭"
"2691","00681","中民控股","0.069","-0.003","-4.17%","0.00%","35.29%","38.00%","0.068","0.069","151.80万","49.80万","776.14万","53.11万","0.000%","0.000%","0.073","0.072","0.073","0.067","0.09","0.00","8.33","3.000","3.136","0.211","0.16","32.61%","6.16亿","6.16亿","89.35亿","89.35亿","-9.21%","32.69%","35.29%","7.81%","35.29%","燃气供应"
"2692","08049","吉林长龙药业","1.150","-0.050","-4.17%","0.00%","-13.53%","-5.74%","1.140","1.160","1.20万","4000","5.00万","5.86万","3.300%","7.043%","1.140","1.200","1.230","1.140","0.03","0.00","7.50","4.227","4.063","0.447","0.83","-71.43%","6.44亿","1.98亿","5.6亿","1.73亿","0.00%","1.77%","-3.36%","-20.69%","3.51%","药品"
"2693","02012","阳光油砂","1.610","-0.070","-4.17%","0.00%","1.26%","8.05%","1.610","1.650","2000","2.00万","9.27万","15.34万","0.000%","0.000%","1.710","1.680","1.710","1.610","0.07","0.00","5.95","亏损","亏损","0.249","0.82","-25.37%","2.09亿","2.09亿","1.3亿","1.3亿","15.83%","17.52%","16.67%","-19.50%","-25.08%","气油生产商"
"2694","01753","兑吧","2.730","-0.120","-4.21%","0.37%","-1.80%","9.20%","2.730","2.740","2.52万","2.96万","1861.32万","5269.19万","3.770%","3.772%","2.940","2.850","2.990","2.700","1.73","0.37","10.18","18.698","亏损","1.940","0.79","7.00%","29.41亿","29.41亿","10.77亿","10.77亿","18.18%","21.33%","1.87%","-28.16%","-30.53%","广告及宣传"
"2695","01763","中国同辐","31.750","-1.400","-4.22%","-0.16%","16.94%","18.03%","31.700","31.750","1800","800","69.76万","2240.04万","0.480%","0.478%","33.500","33.150","34.900","31.100","0.87","-0.16","11.46","36.961","28.197","2.395","0.97","8.77%","101.56亿","25.39亿","3.2亿","7996.88万","18.69%","32.57%","28.54%","0.79%","41.76%","药品"
"2696","01836","九兴控股","9.200","-0.410","-4.27%","-0.22%","4.90%","2.11%","9.200","9.250","1.55万","4.95万","20.35万","188.41万","4.890%","9.239%","9.440","9.610","9.500","9.200","0.03","-0.11","3.12","18.181","9.818","1.042","0.46","2.50%","73.12亿","73.12亿","7.95亿","7.95亿","-0.54%","-3.87%","-2.34%","21.21%","-9.89%","鞋类"
"2697","01163","虎视传媒","1.120","-0.050","-4.27%","0.00%","-10.40%","14.29%","1.120","1.140","1.00万","1.00万","30.25万","34.26万","0.000%","0.000%","1.150","1.170","1.160","1.090","0.05","0.00","5.98","18.666","32.000","7.567","1.14","-52.50%","6.97亿","6.97亿","6.22亿","6.22亿","-5.88%","-5.88%","-5.08%","30.23%","0.00%","广告及宣传"
"2698","08487","ISP GLOBAL","1.790","-0.080","-4.28%","0.00%","51.69%","-4.28%","1.770","1.790","1.00万","1.00万","456.00万","828.68万","0.000%","0.000%","1.880","1.870","1.880","1.780","0.57","0.00","5.35","895.000","895.000","16.886","0.85","-6.85%","14.32亿","14.32亿","8亿","8亿","15.48%","-6.77%","-4.28%","110.59%","120.99%","电讯设备"
"2699","00707","亚洲电视控股","0.044","-0.002","-4.35%","0.00%","109.52%","-24.14%","0.043","0.044","375.00万","313.40万","1689.20万","74.37万","0.000%","0.000%","0.044","0.046","0.045","0.043","0.17","0.00","4.35","亏损","亏损","2.750","1.28","-33.48%","4.37亿","4.37亿","99.26亿","99.26亿","-6.38%","-15.38%","-10.20%","-15.38%","-45.00%","纺织品及布料"
"2700","08428","国茂控股","0.022","-0.001","-4.35%","0.00%","-85.14%","-29.03%","0.021","0.023","256.80万","2.40万","20.40万","4488","0.000%","0.000%","0.022","0.023","0.022","0.022","0.01","0.00","0.00","亏损","亏损","1.222","0.02","60.07%","3168.00万","3168.00万","14.4亿","14.4亿","-4.35%","-4.35%","-33.33%","-87.78%","-86.83%","餐饮"
"2701","00244","先施","0.325","-0.015","-4.41%","1.56%","-4.41%","-9.72%","0.325","0.370","1.20万","11.00万","54.50万","17.05万","0.000%","0.000%","0.315","0.340","0.325","0.300","0.04","0.00","7.35","亏损","亏损","7.222","4.99","-76.86%","4.27亿","4.27亿","13.14亿","13.14亿","-2.99%","-4.41%","-8.45%","-16.67%","18.18%","多元化零售商"
"2702","06119","天源集团","0.325","-0.015","-4.41%","0.00%","-13.33%","1.56%","0.320","0.345","7.50万","3000","9.30万","3.02万","10.770%","10.769%","0.325","0.340","0.325","0.325","0.02","0.00","0.00","9.027","12.500","0.578","1.01","-21.57%","1.95亿","1.95亿","6亿","6亿","-4.41%","-7.14%","-1.52%","-17.72%","-21.50%","航运及港口"
"2703","01795","亚东集团","0.640","-0.030","-4.48%","0.00%","0.00%","-17.95%","0.640","0.690","1.50万","9000","69.90万","44.61万","0.000%","0.000%","0.640","0.670","0.640","0.630","0.12","7.25","1.49","7.619","6.336","3.926","1.72","37.96%","3.84亿","3.84亿","6亿","6亿","0.00%","3.23%","-11.11%","0.00%","0.00%","纺织品及布料"
"2704","01549","永丰集团控股","0.084","-0.004","-4.55%","0.00%","3.70%","33.33%","0.083","0.088","16.80万","15.20万","10.40万","8816","0.000%","0.000%","0.088","0.088","0.088","0.084","0.01","0.00","4.55","9.333","84.000","0.923","0.13","56.00%","1.18亿","1.18亿","14亿","14亿","-6.67%","-11.58%","10.53%","-16.83%","-16.83%","航运及港口"
"2705","00747","渖阳公用发展股份","0.105","-0.005","-4.55%","0.00%","-21.64%","0.00%","0.102","0.105","1.60万","3.80万","20.00万","2.04万","0.000%","0.000%","0.104","0.110","0.105","0.100","0.03","1.94","4.55","亏损","亏损","0.191","0.34","77.67%","1.54亿","6356.45万","14.69亿","6.05亿","5.00%","2.94%","2.94%","-20.45%","-52.27%","楼宇建造"
"2706","00954","常茂生物","0.630","-0.030","-4.55%","0.00%","8.62%","6.78%","0.620","0.650","10.00万","4.80万","11.60万","7.26万","9.520%","9.523%","0.620","0.660","0.630","0.620","0.06","0.00","1.52","10.000","5.206","0.457","1.28","53.21%","3.34亿","1.16亿","5.3亿","1.84亿","-3.08%","-3.08%","8.62%","-1.56%","-15.89%","食品添加剂"
"2707","08036","电子交易集团","0.104","-0.005","-4.59%","0.00%","23.81%","28.40%","0.095","0.105","23.00万","30.00万","90.00万","8.80万","0.000%","0.000%","0.109","0.109","0.109","0.094","0.07","0.00","13.76","104.000","104.000","2.363","0.50","58.14%","1.28亿","1.28亿","12.3亿","12.3亿","26.83%","23.81%","25.30%","14.29%","-21.21%","系统开发及资讯科技顾问"
"2708","00609","天德化工","0.620","-0.030","-4.62%","0.00%","-4.62%","-4.62%","0.610","0.630","4.00万","8000","21.20万","13.24万","1.610%","0.000%","0.630","0.650","0.630","0.620","0.03","0.00","1.54","5.849","22.142","0.350","1.23","-71.05%","5.28亿","5.28亿","8.52亿","8.52亿","-6.06%","-1.59%","0.00%","-7.46%","3.33%","特殊化工用品"
"2709","06098","碧桂园服务","64.000","-3.100","-4.62%","-0.16%","32.92%","22.02%","63.900","64.000","2.70万","154.20万","872.98万","5.69亿","0.240%","0.242%","67.100","67.100","67.100","63.950","0.30","0.16","4.69","78.335","102.073","26.048","1.30","-64.48%","1883.25亿","1883.25亿","29.43亿","29.43亿","-7.31%","-4.05%","2.24%","24.27%","118.19%","物业服务及管理"
"2710","01195","京维集团","0.041","-0.002","-4.65%","0.00%","-14.58%","-4.65%","0.041","0.046","26.80万","84.00万","84.00万","3.59万","0.000%","0.000%","0.042","0.043","0.046","0.041","0.03","0.00","11.63","亏损","亏损","0.820","2.70","30.05%","1.19亿","1.19亿","28.94亿","28.94亿","-2.38%","-12.77%","-8.89%","-10.87%","-30.51%","地产发展商"
"2711","03963","融众金融","0.143","-0.007","-4.67%","0.00%","-53.87%","-42.80%","0.143","0.165","2.70万","5.00万","5.10万","7193","0.000%","0.000%","0.141","0.150","0.143","0.141","0.01","0.00","1.33","亏损","亏损","1.682","3.19","76.37%","5898.88万","5898.88万","4.13亿","4.13亿","-9.49%","-20.56%","-34.70%","-57.31%","-59.14%","-"
"2712","02198","中国三江化工","3.640","-0.180","-4.71%","-2.93%","40.00%","50.41%","3.630","3.640","3000","7000","901.00万","3311.59万","8.930%","6.868%","3.820","3.820","3.820","3.500","0.76","3.59","8.38","4.375","7.151","0.926","0.36","38.56%","43.32亿","43.32亿","11.9亿","11.9亿","0.00%","35.32%","43.31%","93.10%","151.90%","特殊化工用品"
"2713","02186","绿叶制药","5.650","-0.280","-4.72%","0.18%","30.18%","56.51%","5.650","5.660","3.10万","1.35万","5335.80万","3.02亿","0.970%","2.070%","5.810","5.930","5.880","5.600","1.51","-0.18","4.72","14.267","12.363","2.319","0.51","50.15%","200.09亿","200.09亿","35.41亿","35.41亿","-13.08%","44.87%","57.82%","14.14%","10.35%","药品"
"2714","08226","树熊金融集团","0.020","-0.001","-4.76%","0.00%","-9.09%","-9.09%","0.019","0.020","113.20万","84.80万","760.40万","15.17万","0.000%","0.000%","0.020","0.021","0.020","0.019","0.27","0.00","4.76","5.000","6.666","0.212","1.08","-82.34%","5566.72万","5566.72万","27.83亿","27.83亿","0.00%","-9.09%","-20.00%","-25.93%","-23.08%","证券及经纪"
"2715","08130","大地国际集团","0.080","-0.004","-4.76%","0.00%","-3.61%","-11.11%","0.080","0.081","32.00万","14.00万","114.00万","9.02万","5.000%","5.000%","0.084","0.084","0.084","0.078","0.03","0.00","7.14","26.666","8.000","0.615","27.37","-2.50%","2.85亿","2.85亿","35.65亿","35.65亿","-2.44%","-5.88%","-2.44%","-24.53%","-49.04%","广告及宣传"
"2716","08017","捷利交易宝","0.495","-0.025","-4.81%","0.00%","80.00%","90.38%","0.480","0.500","1.60万","15.60万","69.60万","34.78万","0.000%","0.000%","0.500","0.520","0.500","0.480","0.14","0.00","3.85","13.750","19.038","3.666","1.39","-8.54%","2.48亿","2.48亿","5亿","5亿","2.06%","5.32%","102.04%","59.68%","4.21%","系统开发及资讯科技顾问"
"2717","06855","亚盛医药-B","38.500","-1.950","-4.82%","0.13%","45.56%","0.00%","38.450","38.500","1500","5.27万","430.28万","1.66亿","0.000%","0.000%","40.300","40.450","40.300","37.900","1.90","0.26","5.93","亏损","亏损","12.723","0.37","14.80%","87.09亿","87.09亿","2.26亿","2.26亿","-21.11%","-14.44%","-13.68%","4.90%","43.93%","生物技术"
"2718","00395","环球智能控股","0.039","-0.002","-4.88%","0.00%","34.48%","-9.30%","0.039","0.040","12.80万","199.20万","2085.60万","81.66万","0.000%","0.000%","0.041","0.041","0.044","0.038","0.37","0.00","14.63","亏损","亏损","0.886","0.92","2.01%","2.20亿","2.20亿","56.36亿","56.36亿","11.43%","14.71%","5.41%","-63.89%","-73.29%","电子商贸及互联网服务"
"2719","08645","NOMAD TECH","0.136","-0.007","-4.90%","0.00%","38.78%","22.52%","0.136","0.144","6000","25.80万","30.00万","4.30万","0.000%","0.000%","0.145","0.143","0.145","0.136","0.05","0.00","6.29","亏损","亏损","0.790","0.34","-63.46%","8160.00万","8160.00万","6亿","6亿","-6.85%","-1.45%","15.25%","46.24%","5.43%","系统开发及资讯科技顾问"
"2720","01281","隆基泰和智慧能源","0.193","-0.010","-4.93%","0.00%","-13.45%","-21.22%","0.193","0.202","4000","5000","40.10万","7.81万","0.000%","0.000%","0.203","0.203","0.203","0.190","0.03","-1.53","6.40","亏损","亏损","0.214","5.36","22.51%","2.87亿","2.87亿","14.85亿","14.85亿","-3.98%","-7.66%","-7.21%","-12.27%","-43.24%","非传统/可再生能源"
"2721","01419","盈健医疗","0.960","-0.050","-4.95%","0.00%","71.43%","60.00%","0.960","0.990","1.00万","2000","62.40万","62.08万","3.130%","0.000%","1.030","1.010","1.030","0.950","0.16","0.00","7.92","亏损","亏损","1.405","0.83","-24.25%","3.64亿","3.64亿","3.8亿","3.8亿","21.52%","-4.00%","74.55%","37.14%","-23.20%","医疗及医学美容服务"
"2722","00713","世界(集团)","0.950","-0.050","-5.00%","0.00%","163.89%","156.76%","0.940","0.950","8.20万","1.80万","325.40万","317.60万","0.000%","0.000%","0.980","1.000","1.020","0.940","0.43","0.00","8.00","亏损","亏损","0.458","0.84","-27.99%","7.26亿","7.26亿","7.64亿","7.64亿","10.47%","17.28%","21.79%","222.03%","137.50%","家具"
"2723","02379","中天国际","0.380","-0.020","-5.00%","0.00%","0.00%","-2.56%","0.380","0.400","1.50万","6.00万","42.00万","15.64万","0.000%","0.000%","0.390","0.400","0.395","0.355","0.10","0.00","10.00","亏损","2.209","0.335","1.49","42.86%","1.56亿","1.56亿","4.1亿","4.1亿","2.70%","-1.30%","2.70%","-18.28%","-34.48%","地产投资"
"2724","08329","海王英特龙","0.285","-0.015","-5.00%","0.00%","-20.83%","-17.39%","0.280","0.285","7.00万","32.00万","53.00万","15.02万","0.000%","0.000%","0.295","0.300","0.295","0.280","0.12","0.00","5.00","8.382","7.307","0.554","1.47","-25.86%","4.78亿","1.21亿","16.78亿","4.26亿","-6.56%","-6.56%","-16.18%","-5.00%","-41.24%","药品"
"2725","00196","宏华集团","0.285","-0.015","-5.00%","0.00%","43.94%","14.92%","0.285","0.290","241.70万","43.10万","2433.80万","704.73万","0.000%","0.000%","0.300","0.300","0.300","0.280","0.45","-1.72","6.67","17.812","12.954","0.316","0.75","31.04%","15.26亿","15.26亿","53.56亿","53.56亿","14.00%","15.38%","9.62%","15.38%","-37.36%","气油设备与服务"
"2726","03882","天彩控股","0.190","-0.010","-5.00%","0.00%","-17.39%","-20.50%","0.190","0.200","16.30万","13.50万","57.30万","10.94万","0.000%","0.000%","0.196","0.200","0.198","0.185","0.06","0.00","6.50","亏损","亏损","0.750","2.08","68.03%","1.81亿","1.81亿","9.53亿","9.53亿","-9.95%","-11.21%","-17.39%","-24.00%","-36.67%","消费电子产品"
"2727","08526","荣丰集团亚洲","0.380","-0.020","-5.00%","0.00%","-5.00%","-6.17%","0.000","0.395","0","1.00万","1.00万","3800","0.000%","0.000%","0.380","0.400","0.380","0.380","0.00","0.00","0.00","14.074","10.270","2.099","0.04","-100.00%","2.18亿","2.18亿","5.74亿","5.74亿","-9.52%","-5.00%","-2.56%","-2.56%","38.18%","楼宇建造"
"2728","01280","奇点国际","1.130","-0.060","-5.04%","0.00%","-22.07%","-5.04%","1.130","1.190","2000","6000","1.05万","1.23万","0.000%","0.000%","1.190","1.190","1.190","1.130","0.01","0.00","5.04","亏损","亏损","-","1.55","-50.00%","2.06亿","2.06亿","1.83亿","1.83亿","-5.83%","16.49%","2.73%","-28.48%","-57.68%","家居装修零售商"
"2729","00439","光启科学","0.560","-0.030","-5.08%","0.00%","57.75%","3.70%","0.550","0.560","76.50万","13.40万","1099.00万","616.27万","0.000%","0.000%","0.590","0.590","0.600","0.550","0.18","0.00","8.48","亏损","亏损","3.835","0.77","-5.05%","34.48亿","34.48亿","61.57亿","61.57亿","13.13%","14.29%","-1.75%","-34.12%","147.79%","电子零件"
"2730","00686","北京能源国际","0.280","-0.015","-5.08%","0.00%","21.74%","-9.68%","0.275","0.280","105.40万","26.40万","2751.20万","771.94万","0.000%","0.000%","0.300","0.295","0.300","0.270","0.12","0.00","10.17","亏损","亏损","1.124","1.14","-39.85%","62.80亿","62.80亿","224.28亿","224.28亿","7.69%","0.00%","3.70%","13.36%","12.00%","非传统/可再生能源"
"2731","00952","中国通海金融","0.185","-0.010","-5.13%","0.00%","-3.65%","-6.09%","0.185","0.195","1.00万","6.00万","5.00万","9260","0.000%","0.000%","0.186","0.195","0.186","0.185","0.00","0.00","0.51","亏损","185.000","0.203","0.60","-33.33%","11.46亿","11.46亿","61.97亿","61.97亿","2.78%","2.78%","-2.63%","-30.19%","-53.75%","证券及经纪"
"2732","03398","华鼎控股","0.365","-0.020","-5.19%","0.00%","21.67%","21.67%","0.365","0.380","4.00万","6000","18.40万","6.63万","0.000%","0.000%","0.365","0.385","0.365","0.360","0.01","0.00","1.30","亏损","亏损","0.309","0.89","5.22%","7.66亿","7.66亿","21亿","21亿","1.39%","1.39%","21.67%","21.67%","8.96%","服装"
"2733","07552","南方两倍做空恒生科技","4.550","-0.250","-5.21%","0.00%","0.00%","-35.73%","4.550","4.568","200","1.51万","737.78万","3393.30万","0.000%","0.000%","4.630","4.800","4.720","4.540","25.10","0.00","3.75","0.954","154.761","-","1.34","54.77%","1.34亿","1.34亿","2940万","2940万","-2.19%","-9.09%","-31.48%","0.00%","0.00%","-"
"2734","08153","法诺集团","0.090","-0.005","-5.26%","1.12%","-45.45%","-28.00%","0.089","0.090","3.00万","8.50万","1.38亿","1232.68万","0.000%","0.000%","0.095","0.095","0.096","0.086","1.94","3.40","10.53","亏损","亏损","-","1.19","-7.83%","6.43亿","6.43亿","71.41亿","71.41亿","0.00%","-7.22%","-23.08%","-66.67%","32.35%","广播"
"2735","08148","奥柏中国","0.018","-0.001","-5.26%","0.00%","-33.33%","-28.00%","0.018","0.020","132.00万","4.00万","49.00万","9230","0.000%","0.000%","0.019","0.019","0.019","0.018","0.04","0.00","5.26","亏损","亏损","0.131","1.45","15.96%","2290.75万","2290.75万","12.73亿","12.73亿","-10.00%","-5.26%","-33.33%","-35.71%","-75.34%","软件开发"
"2736","00396","兴利(香港)控股","0.090","-0.005","-5.26%","0.00%","-31.82%","-33.33%","0.094","0.108","2000","1.00万","4000","350","0.000%","0.000%","0.085","0.095","0.090","0.085","0.00","0.00","5.26","亏损","亏损","0.361","0.00","96.26%","7272.86万","7272.86万","8.08亿","8.08亿","-5.26%","-5.26%","-22.41%","-9.09%","-50.28%","家具"
"2737","00674","中国唐商","0.089","-0.005","-5.32%","0.00%","-19.09%","-6.32%","0.089","0.094","100.00万","55.20万","20.14万","1.79万","0.000%","0.000%","0.089","0.094","0.089","0.089","0.01","0.00","0.00","亏损","亏损","0.618","1.42","26.82%","2.05亿","2.05亿","23.09亿","23.09亿","2.30%","1.14%","-10.10%","-44.72%","-53.16%","地产投资"
"2738","08622","华康生物医学","0.106","-0.006","-5.36%","0.00%","11.58%","-0.93%","0.104","0.120","27.20万","4.80万","46.40万","5.00万","0.000%","0.000%","0.107","0.112","0.110","0.106","0.12","0.00","3.57","亏损","亏损","0.566","1.23","82.31%","4240.00万","4240.00万","4亿","4亿","-10.92%","-3.64%","6.00%","7.07%","-26.90%","生物技术"
"2739","03860","尚捷集团控股","0.530","-0.030","-5.36%","0.00%","3.92%","-3.64%","0.530","0.560","1.00万","3.00万","29.00万","15.64万","0.000%","0.000%","0.540","0.560","0.540","0.530","0.06","0.00","1.79","31.176","11.777","2.022","0.85","-76.71%","2.65亿","2.65亿","5亿","5亿","3.92%","-5.36%","0.00%","11.58%","-8.62%","服装"
"2740","03778","中国织材控股","0.430","-0.025","-5.49%","0.00%","7.50%","28.36%","0.420","0.430","2.00万","8000","0","0","3.490%","3.488%","0.430","0.455","0.000","0.000","0.00","0.00","0.00","亏损","亏损","0.856","0.00","-65.71%","5.39亿","5.39亿","12.52亿","12.52亿","4.88%","7.50%","13.16%","13.16%","-21.82%","纺织品及布料"
"2741","01601","中关村科技租赁","0.860","-0.050","-5.49%","-2.27%","-9.47%","-28.33%","0.860","0.920","3.60万","2.00万","3.20万","2.86万","4.770%","4.767%","0.910","0.910","0.910","0.860","0.01","0.00","5.50","7.350","7.543","0.556","0.53","17.57%","11.47亿","2.87亿","13.33亿","3.33亿","0.00%","-9.47%","-25.22%","-11.34%","-23.15%","-"
"2742","00531","顺诚","0.340","-0.020","-5.56%","6.25%","30.77%","51.79%","0.325","0.340","4.00万","30.50万","297.40万","98.95万","51.470%","0.000%","0.360","0.360","0.365","0.320","0.10","3.05","12.50","亏损","亏损","0.452","0.87","-56.72%","10.57亿","10.57亿","31.07亿","31.07亿","36.00%","49.12%","49.12%","41.67%","-15.00%","家具"
"2743","00800","A8新媒体","0.255","-0.015","-5.56%","-1.92%","59.38%","71.14%","0.255","0.260","72.20万","53.40万","1694.40万","437.89万","0.000%","0.000%","0.275","0.270","0.280","0.246","0.63","0.00","12.59","85.000","亏损","0.391","0.44","-48.60%","6.89亿","6.89亿","27.01亿","27.01亿","33.51%","39.34%","25.62%","56.44%","49.12%","软件开发"
"2744","00484","云游控股","2.380","-0.140","-5.56%","-0.42%","4.39%","17.24%","2.370","2.380","3.00万","6000","190.38万","454.68万","0.000%","0.000%","2.500","2.520","2.500","2.340","1.13","0.42","6.35","亏损","亏损","0.540","0.53","46.63%","4.02亿","4.02亿","1.69亿","1.69亿","12.80%","6.73%","20.81%","-25.16%","-28.31%","电子商贸及互联网服务"
"2745","02131","云想科技","9.650","-0.570","-5.58%","0.00%","0.00%","30.41%","9.650","9.670","7.40万","8000","513.27万","5103.00万","0.000%","0.000%","10.420","10.220","10.500","9.640","0.64","-0.52","8.42","68.928","89.351","19.223","0.75","68.53%","77.20亿","77.20亿","8亿","8亿","-14.30%","-20.64%","25.00%","0.00%","0.00%","广告及宣传"
"2746","02680","创陞控股","0.840","-0.050","-5.62%","-3.45%","100.00%","55.56%","0.820","0.840","20.40万","15.00万","428.80万","372.31万","0.000%","0.000%","0.820","0.890","0.890","0.810","1.07","-3.45","8.99","亏损","210.000","1.513","2.22","7.41%","3.36亿","3.36亿","4亿","4亿","-22.22%","-26.32%","40.00%","73.20%","-67.06%","其他金融"
